Link,Model,Price,Score,Brand,Year,Configuration,Strings,Made in,Series,Colors,Left-Handed Version,Type,Body Material,Bridge,Neck Joint,Tuners,Fretboard,Neck Material,Decoration,Scale Size,Shape,Thickness,Frets,Fretboard Radius,Nut,Nut Width,Switch,Knobs,Pickup Mods,Volume Controls,Tone Controls,Bridge Pickup,Stainless Steel Frets,Locking Tuners,Expensive Wood,Top Brand Pickups,Multi-Voicing Pickups,Made in South Korea,No High-Quality Nut,No Neck-Through Build,No Weight Relief,No Luminescent Inlay,No Tremolo,No Compound Radius Fretboard,No 21:1 Tuner Ratio,No Strap Lock,Scrape Date,Neck Pickup,Locking Nut,Neck-Through Build,Coil Split Pickups,Tremolo,Retainer Bar,Cheap Fret Wire (NS),No Locking Tuners,Made in Indonesia,Top,Compound Radius Fretboard,No Push Knob or Extra Switch Option,Luminescent Inlay,Bone Nut,"Coil Split, Coil Tap Pickups",Made in Japan,Stays in Tune (Evertune),Ivory Tusq Nut,Made in China,NuBone Nut,Middle Pickup,No Expensive Woods,No Retainer Bar,Parallel Split Pickups,No Top Brand Pickups,Coil Tap Pickups,Made in United States,Weight Relief,Synthetic Bone Nut,Series Split Pickups,"Coil Split, Phase Out Pickups",Made in Mexico,S-1 Switch Pickups,Tri-Sound Pickups,"Parallel Split, Phase Out, Series Split Pickups","Parallel Split, Series Split Pickups",Black Tusq XL Nut,Strap Lock,Nylon Nut,PRS Propietary Nut,Sustainer Pickups,Gold Frets,"Coil Split, Multi-Voicing Pickups",Killswitch Pickups,Boost Pickups,Varitone Pickups,Compensated Nut,"Killswitch, Sustainer Pickups",Boneite Nut,"Killswitch, Phase Out Pickups",Phase Out Pickups,"Coil Split, Capacitance Selector Pickups","Coil Tap, Boost Pickups",Made in India,High-Pass Filter Pickups,"Multi-Voicing, Sustainer Pickups",Half-Bone/Half-Brass Nut,Made in Vietnam,"Coil Split, Killswitch Pickups","Multi-Voicing, Gain Reduction Pickups","Coil Split, Boost Pickups","Coil Tap, Phase Out Pickups"
https://findmyguitar.com/reviews/Music-Man-St--Vincent-Goldie-review.php,Music Man St. Vincent Goldie,"$3,099",7.5,Music Man,2021,HHH,6,United States,St. Vincent,"Gold, Black, Red",No,Solid Body,Okoume,Custom chrome plated Music Man St. Vincent Modern tremolo with solid brass saddles,Bolt-On,Schaller M6-IND locking with pearl buttons,Ebony (Cashmere & Silk Charmeuse),Figured roasted maple neck,Custom St. Vincent Inlay,"25.5""",St. Vincent,,22 Medium Jumbo Stainless Steel,"10""",Compensated,41.3mm (1.625''),5 Way,Bell,,1,1,Music Man Custom Mini-Humbucker (Humbucker / Passive),True,True,True,True,,,,False,False,False,,False,False,False,2024-02-07 18:12:13.063614,Music Man Custom Mini-Humbucker (Humbucker / Passive),,,,True,,,,,,,False,,,,,,,,,Music Man Custom Mini-Humbucker (Humbucker / Passive),,,,,,True,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,
https://findmyguitar.com/reviews/Music-Man-Axis-Super-Sport-review.php,Music Man Axis Super Sport,"$3,149",7.5,Music Man,2012,HH,6,United States,Axis,"Blue, Orange",No,Solid Body,Basswood with bookmatched figured maple top,Standard Music Man strings-thru-the-body,Bolt-On,Schaller M6-IND locking with pearl buttons,Roasted Figured Maple,Roasted Maple,,"25.5""",Axis,,22 Medium Jumbo Stainless Steel,"10""",Compensated,41.3mm (1.625''),5 Way,Bell,,1,1,Music Man Custom Humbucker (Humbucker / Passive),True,True,True,True,,,,False,False,False,,False,False,False,2024-02-07 18:12:19.482969,Music Man Custom Humbucker (Humbucker / Passive),,,,True,,,,,Figured Maple,,False,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,
https://findmyguitar.com/reviews/Music-Man-Axis-review.php,Music Man Axis,"$3,199",7.5,Music Man,2013,HH,6,United States,Axis,"Blue, Orange",No,Solid Body,Basswood with bookmatched figured maple top,Music Man double locking tremolo with fine tuners,Bolt-On,Schaller M6LA with pearl buttons,Figured Roasted Maple,Roasted Maple,Black Dots,"25.5""",Axis,,22 Medium Jumbo Stainless Steel,"10""",Locking,41.3mm (1.625''),3 Way,Bell,,1,0,Music Man Custom Humbucker (Humbucker / Passive),True,,True,True,,,,False,False,False,,False,False,False,2024-02-07 18:12:26.053654,Music Man Custom Humbucker (Humbucker / Passive),True,,,True,True,,False,,Figured Maple,,False,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://findmyguitar.com/reviews/Music-Man-StingRay-RS-review.php,Music Man StingRay RS,"$2,600",7.4,Music Man,2017,HH,6,United States,Stingray RS,"Blue, Brown",No,Solid Body,Okoume,Music Man Modern Tremolo,Bolt-On,Schaller M6-IND locking,Roasted Maple,Roasted Figured Maple,1/4 Black Or White Face Dots,"25.5""",Stingray RS,,22 Medium Jumbo Stainless Steel,"10""",Compensated,41.3mm (1.625''),3 Way,Dome,,1,1,Music Man Custom Humbucker (Humbucker / Passive),True,True,True,True,,,,False,False,False,,False,False,False,2024-02-07 18:12:32.663777,Music Man Custom Humbucker (Humbucker / Passive),,,,True,,,,,,,False,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,
https://findmyguitar.com/reviews/Music-Man-Cutlass-RS-HSS-review.php,Music Man Cutlass RS HSS,"$2,599",7.4,Music Man,2017,HSS,6,United States,Cutlass RS,"Blue, Brown",No,Solid Body,Alder,Music Man Modern Tremolo,Bolt-On,Schaller M6-IND locking,Roasted Figured Maple,Roasted Figured Maple,1/4 Black Or White Face Dots,"25.5""",Cutlass RS,,22 Medium Jumbo Stainless Steel,"10""",Compensated,41.3mm (1.625''),5 Way,Bell,,1,1,Music Man Custom Humbucker (Humbucker / Passive),True,True,True,True,,,,False,False,False,,False,False,False,2024-02-07 18:12:39.433815,Music Man Custom Single Coil (Single Coil / Passive),,,,True,,,,,,,False,,,,,,,,,Music Man Custom Single Coil (Single Coil / Passive),,,,,,True,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,
https://findmyguitar.com/reviews/Music-Man-Cutlass-RS-SSS-review.php,Music Man Cutlass RS SSS,"$2,599",7.4,Music Man,2017,SSS,6,United States,Cutlass RS,"Blue, Brown",No,Solid Body,Alder,Music Man Modern Tremolo,Bolt-On,Schaller M6-IND locking,Roasted Figured Maple,Roasted Figured Maple,1/4 Black Or White Face Dots,"25.5""",Cutlass RS,,22 Medium Jumbo Stainless Steel,"10""",Compensated,41.3mm (1.625''),5 Way,Bell,,1,1,Music Man Custom Single Coil (Single Coil / Passive),True,True,True,True,,,,False,False,False,,False,False,False,2024-02-07 18:12:46.770786,Music Man Custom Single Coil (Single Coil / Passive),,,,True,,,,,,,False,,,,,,,,,Music Man Custom Single Coil (Single Coil / Passive),,,,,,True,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,
https://findmyguitar.com/reviews/Music-Man-Sabre-Guitar-HH-Trem-review.php,Music Man Sabre Guitar HH Trem,"$3,399",7.4,Music Man,2020,HH,6,United States,Sabre,"Brown Burst, Blue Burst, Orange, Red Burst, Green Burst",No,Solid Body,Okoume,Music Man Modern Tremolo,Bolt-On,Schaller M6-IND locking,Figured Roasted Maple,Figured roasted maple neck,1/4 Black Dot Inlay,"25.5""",Sabre,,22 Medium Jumbo Stainless Steel,"10""",Compensated,43mm (1.693''),5 Way,Dome,,1,1,Music Man Custom Humbucker (Humbucker / Passive),True,True,True,True,,,,False,False,False,,False,False,False,2024-02-07 18:12:53.663755,Music Man Custom Humbucker (Humbucker / Passive),,,,True,,,,,Flame Maple,,False,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,
https://findmyguitar.com/reviews/Music-Man-JP15-7-review.php,Music Man JP15 7,"$3,799",7.7,Music Man,2016,HH,7,United States,John Petrucci,"Blue, Black Burst, Brown Burst",No,Solid Body,Okoume with maple top (roasted maple top on Sahara Burst),Custom John Petrucci Music Man Piezo floating tremolo,Bolt-On,Schaller M6-IND locking with pearl buttons,Figured roasted maple neck,Figured roasted maple neck,Custom Jp15 Inlays,"25.5""",John Petrucci,,24 Medium Jumbo Stainless Steel,"17""",Compensated,47.6mm (1.875''),3 Way,Dome,"Coil Split, Multi-Voicing",2,1,DiMarzio Illuminator (Humbucker / Passive),True,True,True,True,,,,False,False,False,,False,False,False,2024-02-07 18:13:00.363760,DiMarzio Illuminator (Humbucker / Passive),,,,True,,,,,Figured Maple,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,True,,,,True,,,,,,,,,,,,,,,
https://findmyguitar.com/reviews/Music-Man-JP15-6-review.php,Music Man JP15 6,"$3,800",7.7,Music Man,2016,HH,6,United States,John Petrucci,"Blue, Black Burst, Brown Burst",No,Solid Body,Okoume with maple top (roasted maple top on Sahara Burst),Custom John Petrucci Music Man Piezo floating tremolo,Bolt-On,Schaller M6-IND locking with pearl buttons,Figured roasted maple neck,Figured roasted maple neck,Custom Jp15 Inlays,"25.5""",John Petrucci,,24 Medium Jumbo Stainless Steel,"17""",Compensated,43mm (1.693''),3 Way,Dome,"Coil Split, Multi-Voicing",2,1,DiMarzio Illuminator (Humbucker / Passive),True,True,True,True,,,,False,False,False,,False,False,False,2024-02-07 18:13:07.193771,DiMarzio Illuminator (Humbucker / Passive),,,,True,,,,,Figured Maple,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,True,,,,True,,,,,,,,,,,,,,,
https://findmyguitar.com/reviews/Music-Man-Majesty-7-review.php,Music Man Majesty 7,"$3,699",7.8,Music Man,2018,HH,7,United States,John Petrucci,"Blue, Green, Brown, Red",No,Solid Body,Okoume with maple top and mahogany through neck,Custom John Petrucci Music Man floating tremolo,Neck-Through,Schaller M6-IND locking,Ebony,Honduran Mahogany,Atlante Majesty Inlays,"25.5""",John Petrucci,,24 Medium Jumbo Stainless Steel,"17""",Compensated,47.6mm (1.875''),3 Way,Dome,"Coil Split, Multi-Voicing",2,1,DiMarzio Dreamcatcher (Humbucker / Passive),True,True,True,True,,,,,False,False,,False,False,False,2024-02-07 18:13:13.772331,DiMarzio Rainmaker (Humbucker / Passive),,True,,True,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,True,,,,True,,,,,,,,,,,,,,,
https://findmyguitar.com/reviews/Music-Man-Majesty-review.php,Music Man Majesty,"$3,799",7.8,Music Man,2018,HH,6,United States,John Petrucci,"Blue, Green, Brown, Red",No,Solid Body,Okoume with maple top and mahogany through neck,Custom John Petrucci Music Man floating tremolo,Neck-Through,Schaller M6-IND locking,Ebony,Honduran Mahogany,Atlante Majesty Inlays,"25.5""",John Petrucci,,24 Medium Jumbo Stainless Steel,"17""",Compensated,43mm (1.693''),3 Way,Dome,"Coil Split, Multi-Voicing",2,1,DiMarzio Dreamcatcher (Humbucker / Passive),True,True,True,True,,,,,False,False,,False,False,False,2024-02-07 18:13:20.343772,DiMarzio Rainmaker (Humbucker / Passive),,True,,True,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,True,,,,True,,,,,,,,,,,,,,,
https://findmyguitar.com/reviews/Music-Man-Majesty-7-Hydrospace-review.php,Music Man Majesty 7 Hydrospace,"$5,700",7.9,Music Man,2019,HH,7,United States,John Petrucci,"Blue, Green, Brown, Red",No,Solid Body,"Alder Wings, Mahogany & Flame Maple through neck",Custom John Petrucci Music Man floating tremolo,Neck-Through,Schaller M6-IND locking,Ebony,Mahogany & Flame Maple,Atlante Majesty Inlays,"25.5""",John Petrucci,,24 Medium Jumbo Stainless Steel,"17""",Compensated,47.6mm (1.875''),3 Way,Dome,"Coil Split, Multi-Voicing",2,1,DiMarzio Dreamcatcher (Humbucker / Passive),True,True,True,True,,,,,False,False,,False,False,False,2024-02-07 18:13:27.086618,DiMarzio Rainmaker (Humbucker / Passive),,True,,True,,,,,Quilt Maple,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,True,,,,True,,,,,,,,,,,,,,,
https://findmyguitar.com/reviews/Music-Man-Majesty-6-Hydrospace-review.php,Music Man Majesty 6 Hydrospace,"$5,499",7.9,Music Man,2019,HH,6,United States,John Petrucci,"Blue, Green, Brown, Red",No,Solid Body,"Alder Wings, Mahogany & Flame Maple through neck",Custom John Petrucci Music Man floating tremolo,Neck-Through,Schaller M6-IND locking,Ebony,Mahogany & Flame Maple,Atlante Majesty Inlays,"25.5""",John Petrucci,,24 Medium Jumbo Stainless Steel,"17""",Compensated,42.9mm (1.688''),3 Way,Dome,"Coil Split, Multi-Voicing",2,1,DiMarzio Dreamcatcher (Humbucker / Passive),True,True,True,True,,,,,False,False,,False,False,False,2024-02-07 18:13:33.674823,DiMarzio Rainmaker (Humbucker / Passive),,True,,True,,,,,Quilt Maple,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,True,,,,True,,,,,,,,,,,,,,,
https://findmyguitar.com/reviews/Music-Man-Majesty-8-review.php,Music Man Majesty 8,"$4,199",8.0,Music Man,2021,HH,8,United States,John Petrucci,Green,No,Solid Body,"Basswood Wings, Mahogany through neck",Music Man Custom piezo hardtail,Neck-Through,Schaller M6-IND locking (Chrome),Ebony,Mahogany,Atlante Majesty Inlays,"27"" to 25.5""",John Petrucci,,24 Medium Jumbo Stainless Steel,"17""",Compensated,57.2mm (2.252''),3 Way,Dome,"Coil Split, Multi-Voicing",2,1,DiMarzio Dreamcatcher (Humbucker / Passive),True,True,True,True,,,,,False,False,False,False,False,False,2024-02-07 18:13:40.463622,DiMarzio Rainmaker (Humbucker / Passive),,True,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,True,,,,True,,,,,,,,,,,,,,,
https://findmyguitar.com/reviews/Music-Man-Luke-3-HSS-Maple-Top-review.php,Music Man Luke 3 HSS Maple Top,"$3,599",7.5,Music Man,2020,HSS,6,United States,Steve Lukather,"Green, Red Burst",No,Solid Body,Okoume,Music Man floating vintage tremolo,Bolt-On,Schaller M6-IND locking,Rosewood,Select figured roasted maple neck,Atlante Dot Inlays,"25.5""",Steve Lukather,,22 Medium,"12""",Compensated,41.3mm (1.625''),5 Way,Dome,Boost,1,1,Music Man Custom Humbucker (Humbucker / Passive),,True,True,True,,,,False,False,False,,False,False,False,2024-02-07 18:13:47.590234,Music Man Custom Single Coil (Single Coil / Passive),,,,True,,False,,,Figured Maple,,,,,,,,,,,Music Man Custom Single Coil (Single Coil / Passive),,,,,,True,,,,,,,,,,,,,,,,,,True,,True,,,,,,,,,,,,,,,
https://findmyguitar.com/reviews/Music-Man-Luke-3-HH-Maple-Top-review.php,Music Man Luke 3 HH Maple Top,"$3,599",7.5,Music Man,2020,HH,6,United States,Steve Lukather,"Green, Red Burst",No,Solid Body,Okoume,Music Man floating vintage tremolo,Bolt-On,Schaller M6-IND locking,Rosewood,Select figured roasted maple neck,Atlante Dot Inlays,"25.5""",Steve Lukather,,22 Medium,"12""",Compensated,41.3mm (1.625''),5 Way,Dome,Boost,1,1,Music Man Custom Humbucker (Humbucker / Passive),,True,True,True,,,,False,False,False,,False,False,False,2024-02-07 18:13:54.838302,Music Man Custom Humbucker (Humbucker / Passive),,,,True,,False,,,Figured Maple,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,True,,True,,,,,,,,,,,,,,,
https://findmyguitar.com/reviews/Music-Man-Luke-3-HSS-review.php,Music Man Luke 3 HSS,"$3,000",7.4,Music Man,2013,HSS,6,United States,Steve Lukather,"Blue, Green, Pink",No,Solid Body,Alder,Music Man floating vintage tremolo,Bolt-On,Schaller M6-IND locking,Rosewood,Select figured roasted maple neck,Dot Inlay,"25.5""",Steve Lukather,,22 Medium,"12""",Compensated,41.3mm (1.625''),5 Way,Dome,Boost,1,1,Music Man Custom Humbucker (Humbucker / Passive),,True,True,True,,,,False,False,False,,False,False,False,2024-02-07 18:14:02.513794,Music Man Custom Single Coil (Single Coil / Passive),,,,True,,False,,,,,,,,,,,,,,Music Man Custom Single Coil (Single Coil / Passive),,,,,,True,,,,,,,,,,,,,,,,,,True,,True,,,,,,,,,,,,,,,
https://findmyguitar.com/reviews/Music-Man-Luke-3-HH-review.php,Music Man Luke 3 HH,"$2,999",7.4,Music Man,2013,HH,6,United States,Steve Lukather,"Blue, Green, Pink",No,Solid Body,Alder,Music Man floating vintage tremolo,Bolt-On,Schaller M6-IND locking,Rosewood,Select figured roasted maple neck,Dot Inlay,"25.5""",Steve Lukather,,22 Medium,"12""",Compensated,41.3mm (1.625''),5 Way,Dome,Boost,1,1,Music Man Custom Humbucker (Humbucker / Passive),,True,True,True,,,,False,False,False,,False,False,False,2024-02-07 18:14:09.637858,Music Man Custom Humbucker (Humbucker / Passive),,,,True,,False,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,True,,True,,,,,,,,,,,,,,,
https://findmyguitar.com/reviews/Dean-ZX-Floyd-review.php,Dean ZX Floyd,$430,6.7,Dean,2021,HH,6,India,X,Black Satin,No,Solid Body,Eastern Mahogany,Floyd Rose FR20,Bolt-On,Sealed Die Cast,Indian Rosewood,Maple,Pearloid Dot,"24.75""",C,,22 Jumbo,"12""",Locking,43mm (1.693''),3 Way,Speed,,2,1,DMT Design (Humbucker / Passive),,,True,,,,,False,False,False,,False,False,False,2024-02-07 18:14:17.373442,DMT Design (Humbucker / Passive),True,,,True,,False,False,,,,False,,,,,,,,,,,False,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,
https://findmyguitar.com/reviews/Dean-Vendetta-XM-Tremolo-review.php,Dean Vendetta XM Tremolo,$200,6.1,Dean,2017,HH,6,China,X,Brown Satin,No,Solid Body,Poplar,Vintage Tremolo,Bolt-On,Die Cast,Black Walnut,Maple,Pearl Dot,"25.5""",C,,24 Medium Jumbo,"14""",Plastic,43mm (1.693''),3 Way,Dome,,1,1,DMT Design (Humbucker / Passive),,,,,,,False,False,False,False,,False,False,False,2024-02-07 18:14:24.122303,DMT Design (Humbucker / Passive),,,,True,,False,False,,,,False,,,,,,,False,,,False,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://findmyguitar.com/reviews/Dean-Vendetta-XM-review.php,Dean Vendetta XM,$199,6.1,Dean,2017,HH,6,China,X,Brown Satin,No,Solid Body,Poplar,Tune-O-Matic,Bolt-On,Sealed Die Cast,Black Walnut,Maple,Pearl Dot,"25.5""",C,,24 Medium Jumbo,"12""",Plastic,43mm (1.693''),3 Way,Dome,,1,1,DMT Design (Humbucker / Passive),,,,,,,False,False,False,False,False,False,False,False,2024-02-07 18:14:31.110697,DMT Design (Humbucker / Passive),,,,,,False,False,,,,False,,,,,,,False,,,False,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://findmyguitar.com/reviews/Dean-VX-Quilt-Maple-review.php,Dean VX Quilt Maple,$430,6.4,Dean,2021,HH,6,India,X,Orange Burst,No,Solid Body,Eastern Mahogany,Tune-O-Matic (With V Plate),Bolt-On,Sealed Die Cast,Indian Rosewood,Maple,Pearloid Dot,"24.75""",C,,22 Jumbo,"12""",Plastic,43mm (1.693''),3 Way,Speed,,2,1,DMT Design (Humbucker / Passive),,,True,,,,False,False,False,False,False,False,False,False,2024-02-07 18:14:37.896785,DMT Design (Humbucker / Passive),,,,,,False,False,,Quilt Maple,,False,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,
https://findmyguitar.com/reviews/Dean-VX-Floyd-review.php,Dean VX Floyd,$430,6.7,Dean,2021,HH,6,India,X,Black Satin,No,Solid Body,Eastern Mahogany,Floyd Rose FR20,Bolt-On,Sealed Die Cast,Indian Rosewood,Maple,Pearloid Dot,"24.75""",C,,22 Jumbo,"12""",Locking,43mm (1.693''),3 Way,Speed,,2,1,DMT Design (Humbucker / Passive),,,True,,,,,False,False,False,,False,False,False,2024-02-07 18:14:43.871199,DMT Design (Humbucker / Passive),True,,,True,,False,False,,,,False,,,,,,,,,,,False,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,
https://findmyguitar.com/reviews/Dean-Thoroughbred-X-Quilt-Maple-review.php,Dean Thoroughbred X Quilt Maple,$373.23,6.4,Dean,2021,HH,6,India,X,Blue Burst,No,Solid Body,Eastern Mahogany,Tune-O-Matic (Hardtail),Bolt-On,Sealed Die Cast,Indian Rosewood,Maple,Pearloid Dot,"24.75""",C,,22 Jumbo,"12""",Plastic,43mm (1.693''),3 Way,Speed,,2,2,DMT Design (Humbucker / Passive),,,True,,,,False,False,False,False,False,False,False,False,2024-02-07 18:14:51.033871,DMT Design (Humbucker / Passive),,,,,,False,False,,Quilt Maple,,False,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,
https://findmyguitar.com/reviews/Dean-Thoroughbred-X-Floyd-review.php,Dean Thoroughbred X Floyd,$429,6.7,Dean,2021,HH,6,India,X,Red Satin,No,Solid Body,Eastern Mahogany,Floyd Rose FR20,Bolt-On,Sealed Die Cast,Indian Rosewood,Maple,Pearloid Dot,"24.75""",C,,22 Jumbo,"12""",Locking,43mm (1.693''),3 Way,Speed,,2,2,DMT Design (Humbucker / Passive),,,True,,,,,False,False,False,,False,False,False,2024-02-07 18:14:58.617385,DMT Design (Humbucker / Passive),True,,,True,,False,False,,,,False,,,,,,,,,,,False,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,
https://findmyguitar.com/reviews/Dean-MLX-Quilt-Maple-review.php,Dean MLX Quilt Maple,$430,6.4,Dean,2021,HH,6,India,X,Orange,No,Solid Body,Eastern Mahogany,Tune-O-Matic (With V Plate),Bolt-On,Sealed Die Cast,Indian Rosewood,Maple,Pearloid Dot,"24.75""",C,,22 Jumbo,"12""",Plastic,43mm (1.693''),3 Way,Speed,,2,1,DMT Design (Humbucker / Passive),,,True,,,,False,False,False,False,False,False,False,False,2024-02-07 18:15:05.303405,DMT Design (Humbucker / Passive),,,,,,False,False,,Quilt Maple,,False,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,
https://findmyguitar.com/reviews/Dean-MLX-Floyd-review.php,Dean MLX Floyd,$430,6.7,Dean,2021,HH,6,India,X,Black Satin,No,Solid Body,Eastern Mahogany,Floyd Rose FR20,Bolt-On,Sealed Die Cast,Indian Rosewood,Maple,Pearloid Dot,"24.75""",C,,22 Jumbo,"12""",Locking,43mm (1.693''),3 Way,Speed,,2,1,DMT Design (Humbucker / Passive),,,True,,,,,False,False,False,,False,False,False,2024-02-07 18:15:12.141671,DMT Design (Humbucker / Passive),True,,,True,,False,False,,,,False,,,,,,,,,,,False,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,
https://findmyguitar.com/reviews/Dean-MDX-Floyd-review.php,Dean MDX Floyd,$379,6.5,Dean,2021,HH,6,India,X,Black Satin,No,Solid Body,Eastern Mahogany,Floyd Rose FR20,Bolt-On,Sealed Die Cast,Indian Rosewood,Maple,Pearloid Dot,"25.5""",C,,22 Jumbo,"12""",Locking,43mm (1.693''),3 Way,Dome,,1,0,DMT Design (Humbucker / Passive),,,True,,,,,False,False,False,,False,False,False,2024-02-07 18:15:19.034210,DMT Design (Humbucker / Passive),True,,,True,,False,False,,,,False,,,,,,,,,,,False,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,
https://findmyguitar.com/reviews/Dean-MDX-Quilt-Maple-review.php,Dean MDX Quilt Maple,$335.04,6.2,Dean,2021,HH,6,India,X,Blue Burst,No,Solid Body,Eastern Mahogany,Tune-O-Matic (Hardtail),Bolt-On,Sealed Die Cast,Indian Rosewood,Maple,Pearloid Dot,"25.5""",C,,22 Jumbo,"12""",Plastic,43mm (1.693''),3 Way,Dome,,1,1,DMT Design (Humbucker / Passive),,,True,,,,False,False,False,False,False,False,False,False,2024-02-07 18:15:26.228863,DMT Design (Humbucker / Passive),,,,,,False,False,,Quilt Maple,,False,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,
https://findmyguitar.com/reviews/Dean-Exile-X-Floyd-review.php,Dean Exile X Floyd,$349.95,6.6,Dean,2021,HH,6,India,X,"Black Satin, White Satin",No,Solid Body,Eastern Mahogany,Floyd Rose FR20,Bolt-On,Sealed Die Cast,Indian Rosewood,Maple,Pearloid Dot,"25.5""",Slim D,,24 Jumbo,"16""",Locking,43mm (1.693''),3 Way,Dome,,1,1,DMT Design (Humbucker / Passive),,,True,,,,,False,False,False,,False,False,False,2024-02-07 18:15:33.121411,DMT Design (Humbucker / Passive),True,,,True,,False,False,,,,False,,,,,,,,,,,False,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,
https://findmyguitar.com/reviews/Dean-EVO-XM-review.php,Dean EVO XM,$200,6.2,Dean,2014,HH,6,China,X,Brown Satin,No,Solid Body,Paulownia,Tune-O-Matic,Bolt-On,Sealed Die Cast,Walnut,Maple,Pearl Dot,"24.75""",C,,22 Medium Jumbo,"14""",Plastic,43mm (1.693''),3 Way,Dome,,1,1,DMT Design (Humbucker / Passive),,,,,,,False,False,False,False,False,False,False,False,2024-02-07 18:15:40.021763,DMT Design (Humbucker / Passive),,,,,,False,False,,,,False,,,,,,,False,,,False,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://findmyguitar.com/reviews/Dean-Custom-Zone-2-HB-review.php,Dean Custom Zone 2 HB,$269,6.2,Dean,2017,HH,6,China,X,Green,No,Solid Body,Terentang,Vintage Tremolo,Bolt-On,Sealed Die Cast,Terentang,Maple,,"25.5""",C,,22 Jumbo,"16""",Plastic,43mm (1.693''),3 Way,Dome,,1,1,DMT Design (Humbucker / Passive),,,,,,,False,False,False,False,,False,False,False,2024-02-07 18:15:47.270030,DMT Design (Humbucker / Passive),,,,True,,False,False,,,,False,,,,,,,False,,,False,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://findmyguitar.com/reviews/Dean-Cadillac-X-Floyd-review.php,Dean Cadillac X Floyd,$430,6.7,Dean,2021,HH,6,India,X,Black Satin,No,Solid Body,Eastern Mahogany,Floyd Rose FR20,Bolt-On,Sealed Die Cast,Indian Rosewood,Maple,Pearloid Dot,"24.75""",C,,22 Jumbo,"12""",Locking,43mm (1.693''),3 Way,Speed,,2,2,DMT Design (Humbucker / Passive),,,True,,,,,False,False,False,,False,False,False,2024-02-07 18:15:54.412584,DMT Design (Humbucker / Passive),True,,,True,,False,False,,,,False,,,,,,,,,,,False,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,
https://findmyguitar.com/reviews/Dean-Cadillac-X-Quilt-Maple-review.php,Dean Cadillac X Quilt Maple,$430,6.4,Dean,2021,HH,6,India,X,Purple Burst,No,Solid Body,Eastern Mahogany,Tune-O-Matic (With Cadi Tailpiece),Bolt-On,Sealed Die Cast,Indian Rosewood,Maple,Pearloid Dot,"24.75""",C,,22 Jumbo,"12""",Plastic,43mm (1.693''),3 Way,Speed,,2,2,DMT Design (Humbucker / Passive),,,True,,,,False,False,False,False,False,False,False,False,2024-02-07 18:16:01.281993,DMT Design (Humbucker / Passive),,,,,,False,False,,Quilt Maple,,False,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,
